time,latitude,longitude,Height
2022-04-30 17:01:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:06:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:11:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:16:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:21:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:26:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:31:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:36:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:41:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:46:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:51:17,48.550128779804666,-123.01411803743096,
2022-04-30 17:56:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:01:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:06:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:11:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:16:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:21:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:26:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:31:17,48.550128779804666,-123.01411803743096,578.361
2022-04-30 18:36:17,48.550128779804666,-123.01411803743096,780.10065
2022-04-30 18:41:17,48.550128779804666,-123.01411803743096,936.05975
2022-04-30 18:46:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:51:17,48.550128779804666,-123.01411803743096,
2022-04-30 18:56:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:01:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:06:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:11:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:16:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:21:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:26:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:31:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:36:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:41:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:46:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:51:17,48.550128779804666,-123.01411803743096,
2022-04-30 19:56:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:01:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:06:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:11:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:16:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:21:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:26:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:31:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:36:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:41:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:46:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:51:17,48.550128779804666,-123.01411803743096,
2022-04-30 20:56:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:01:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:06:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:11:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:16:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:21:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:26:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:31:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:36:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:41:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:46:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:51:17,48.550128779804666,-123.01411803743096,
2022-04-30 21:56:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:01:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:06:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:11:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:16:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:21:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:26:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:31:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:36:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:41:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:46:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:51:17,48.550128779804666,-123.01411803743096,
2022-04-30 22:56:17,48.550128779804666,-123.01411803743096,
2022-05-01 05:01:17,48.550128779804666,-123.01411803743096,806.9586
2022-05-01 05:06:17,48.550128779804666,-123.01411803743096,815.1991
2022-05-01 05:11:17,48.550128779804666,-123.01411803743096,787.7308
2022-05-01 05:16:17,48.550128779804666,-123.01411803743096,819.16675
2022-05-01 05:21:17,48.550128779804666,-123.01411803743096,822.82916
2022-05-01 05:26:17,48.550128779804666,-123.01411803743096,827.4072
2022-05-01 05:31:17,48.550128779804666,-123.01411803743096,882.34393
2022-05-01 05:36:17,48.550128779804666,-123.01411803743096,909.81226
2022-05-01 05:41:17,48.550128779804666,-123.01411803743096,1084.694
2022-05-01 05:46:17,48.550128779804666,-123.01411803743096,1230.5813
2022-05-01 05:51:17,48.550128779804666,-123.01411803743096,1166.4885
2022-05-01 05:56:17,48.550128779804666,-123.01411803743096,1205.5547
2022-05-01 06:01:17,48.550128779804666,-123.01411803743096,
2022-05-01 06:06:17,48.550128779804666,-123.01411803743096,
2022-05-01 06:11:17,48.550128779804666,-123.01411803743096,
